lncRNA,mature_mirna_id,clipExpNum
NEAT1,hsa-miR-9-3p,2
NEAT1,hsa-miR-4429,2
NEAT1,hsa-miR-320d,2
NEAT1,hsa-miR-766-5p,1
NEAT1,hsa-miR-802,3
NEAT1,hsa-miR-2114-3p,3
NEAT1,hsa-miR-6823-3p,3
NEAT1,hsa-miR-1306-5p,5
NEAT1,hsa-miR-3622b-5p,13
NEAT1,hsa-miR-4761-3p,14
NEAT1,hsa-miR-588,11
NEAT1,hsa-miR-4701-5p,11
NEAT1,hsa-miR-1323,2
NEAT1,hsa-miR-548o-3p,2
NEAT1,hsa-miR-5010-5p,13
NEAT1,hsa-miR-4525,13
NEAT1,hsa-miR-3187-3p,13
NEAT1,hsa-miR-760,13
NEAT1,hsa-miR-330-5p,11
NEAT1,hsa-miR-326,11
NEAT1,hsa-miR-6884-5p,5
NEAT1,hsa-miR-485-5p,4
NEAT1,hsa-miR-503-5p,6
NEAT1,hsa-miR-15a-5p,6
NEAT1,hsa-miR-16-5p,6
NEAT1,hsa-miR-15b-5p,6
NEAT1,hsa-miR-424-5p,6
NEAT1,hsa-miR-6838-5p,6
NEAT1,hsa-miR-195-5p,6
NEAT1,hsa-miR-497-5p,6
NEAT1,hsa-miR-214-5p,1
NEAT1,hsa-miR-33a-5p,1
NEAT1,hsa-miR-33b-5p,1
NEAT1,hsa-miR-1908-5p,4
NEAT1,hsa-miR-3180-3p,5
NEAT1,hsa-miR-6816-5p,5
NEAT1,hsa-miR-3180,5
NEAT1,hsa-miR-3196,4
NEAT1,hsa-miR-663a,4
NEAT1,hsa-miR-6787-5p,4
NEAT1,hsa-miR-331-3p,0
NEAT1,hsa-miR-3194-5p,0
NEAT1,hsa-miR-339-5p,0
NEAT1,hsa-miR-328-3p,0
NEAT1,hsa-miR-361-3p,0
NEAT1,hsa-miR-874-3p,1
NEAT1,hsa-miR-455-5p,1
NEAT1,hsa-miR-205-5p,1
NEAT1,hsa-miR-142-5p,4
NEAT1,hsa-miR-5590-3p,4
NEAT1,hsa-miR-506-5p,7
NEAT1,hsa-miR-302d-3p,7
NEAT1,hsa-miR-372-3p,7
NEAT1,hsa-miR-373-3p,7
NEAT1,hsa-miR-520d-3p,7
NEAT1,hsa-miR-520a-3p,7
NEAT1,hsa-miR-520c-3p,7
NEAT1,hsa-miR-520g-3p,7
NEAT1,hsa-miR-302a-3p,6
NEAT1,hsa-miR-520e,6
NEAT1,hsa-miR-520b,6
NEAT1,hsa-miR-17-5p,6
NEAT1,hsa-miR-20a-5p,6
NEAT1,hsa-miR-93-5p,6
NEAT1,hsa-miR-106a-5p,6
NEAT1,hsa-miR-20b-5p,6
NEAT1,hsa-miR-526b-3p,6
NEAT1,hsa-miR-519d-3p,6
NEAT1,hsa-miR-302b-3p,6
NEAT1,hsa-miR-302c-3p,6
NEAT1,hsa-miR-520h,6
NEAT1,hsa-miR-106b-5p,6
NEAT1,hsa-miR-302e,6
NEAT1,hsa-miR-150-5p,6
NEAT1,hsa-miR-2681-5p,1
NEAT1,hsa-miR-1306-5p,0
NEAT1,hsa-miR-122-5p,2
NEAT1,hsa-miR-142-5p,3
NEAT1,hsa-miR-5590-3p,3
NEAT1,hsa-miR-577,3
NEAT1,hsa-miR-670-3p,1
NEAT1,hsa-miR-487b-3p,2
NEAT1,hsa-miR-487a-3p,3
NEAT1,hsa-miR-154-3p,3
NEAT1,hsa-miR-188-5p,5
NEAT1,hsa-miR-6866-3p,5
NEAT1,hsa-miR-542-3p,6
NEAT1,hsa-miR-1-3p,6
NEAT1,hsa-miR-206,6
NEAT1,hsa-miR-613,5
NEAT1,hsa-miR-766-5p,4
NEAT1,hsa-miR-3150a-3p,4
NEAT1,hsa-miR-580-3p,12
NEAT1,hsa-miR-665,16
NEAT1,hsa-miR-185-5p,17
NEAT1,hsa-miR-4644,17
NEAT1,hsa-miR-4306,17
NEAT1,hsa-miR-483-5p,29
NEAT1,hsa-miR-455-3p,29
NEAT1,hsa-miR-6838-5p,29
NEAT1,hsa-miR-15a-5p,27
NEAT1,hsa-miR-16-5p,27
NEAT1,hsa-miR-497-5p,27
NEAT1,hsa-miR-195-5p,27
NEAT1,hsa-miR-424-5p,27
NEAT1,hsa-miR-15b-5p,27
NEAT1,hsa-miR-3681-3p,27
NEAT1,hsa-miR-216a-3p,27
NEAT1,hsa-miR-128-3p,27
NEAT1,hsa-miR-505-3p,19
NEAT1,hsa-miR-122-5p,11
NEAT1,hsa-miR-574-5p,11
NEAT1,hsa-miR-301a-3p,9
NEAT1,hsa-miR-130b-3p,9
NEAT1,hsa-miR-454-3p,9
NEAT1,hsa-miR-301b-3p,9
NEAT1,hsa-miR-19a-3p,8
NEAT1,hsa-miR-19b-3p,8
NEAT1,hsa-miR-148a-3p,8
NEAT1,hsa-miR-148b-3p,8
NEAT1,hsa-miR-130a-3p,8
NEAT1,hsa-miR-3666,8
NEAT1,hsa-miR-152-3p,8
NEAT1,hsa-miR-4295,8
NEAT1,hsa-miR-3145-3p,8
NEAT1,hsa-miR-376b-3p,8
NEAT1,hsa-miR-376a-3p,8
NEAT1,hsa-miR-382-3p,3
NEAT1,hsa-miR-493-5p,3
NEAT1,hsa-miR-599,3
NEAT1,hsa-miR-552-3p,4
NEAT1,hsa-miR-365a-3p,6
NEAT1,hsa-miR-365b-3p,6
NEAT1,hsa-miR-449a,5
NEAT1,hsa-miR-449b-5p,5
NEAT1,hsa-miR-34c-5p,5
NEAT1,hsa-miR-34a-5p,5
NEAT1,hsa-miR-138-5p,4
NEAT1,hsa-miR-3118,3
NEAT1,hsa-miR-134-5p,3
NEAT1,hsa-miR-758-3p,3
NEAT1,hsa-miR-3145-3p,3
NEAT1,hsa-miR-3179,1
NEAT1,hsa-miR-22-3p,3
NEAT1,hsa-miR-320a,3
NEAT1,hsa-miR-320b,3
NEAT1,hsa-miR-320c,3
NEAT1,hsa-miR-4429,3
NEAT1,hsa-miR-320d,3
NEAT1,hsa-miR-642a-5p,5
NEAT1,hsa-miR-328-3p,6
NEAT1,hsa-miR-193a-3p,6
NEAT1,hsa-miR-193b-3p,6
NEAT1,hsa-miR-3118,6
NEAT1,hsa-miR-134-5p,6
NEAT1,hsa-miR-34a-5p,4
NEAT1,hsa-miR-34c-5p,4
NEAT1,hsa-miR-3918,0
NEAT1,hsa-miR-873-5p,1
NEAT1,hsa-miR-186-5p,3
NEAT1,hsa-miR-181a-5p,6
NEAT1,hsa-miR-181b-5p,6
NEAT1,hsa-miR-181d-5p,6
NEAT1,hsa-miR-543,6
NEAT1,hsa-miR-494-3p,6
NEAT1,hsa-miR-4262,6
NEAT1,hsa-miR-16-5p,4
NEAT1,hsa-miR-195-5p,4
NEAT1,hsa-miR-15a-5p,4
NEAT1,hsa-miR-15b-5p,4
NEAT1,hsa-miR-424-5p,4
NEAT1,hsa-miR-6838-5p,4
NEAT1,hsa-miR-497-5p,4
NEAT1,hsa-miR-342-3p,1
NEAT1,hsa-miR-1-3p,3
NEAT1,hsa-miR-206,3
NEAT1,hsa-miR-613,3
NEAT1,hsa-miR-491-5p,3
NEAT1,hsa-miR-615-3p,31
NEAT1,hsa-miR-654-5p,30
NEAT1,hsa-miR-541-3p,30
NEAT1,hsa-miR-1224-5p,31
NEAT1,hsa-miR-942-5p,5
NEAT1,hsa-miR-3200-5p,6
NEAT1,hsa-miR-2467-3p,8
NEAT1,hsa-miR-24-3p,5
NEAT1,hsa-miR-3619-5p,8
NEAT1,hsa-miR-214-3p,8
NEAT1,hsa-miR-761,8
NEAT1,hsa-miR-6799-3p,8
NEAT1,hsa-miR-3173-5p,7
NEAT1,hsa-miR-3139,6
NEAT1,hsa-miR-708-5p,5
NEAT1,hsa-miR-28-5p,5
NEAT1,hsa-miR-296-5p,0
NEAT1,hsa-miR-4739,1
NEAT1,hsa-miR-4756-5p,1
NEAT1,hsa-miR-1321,1
NEAT1,hsa-miR-3064-5p,1
NEAT1,hsa-miR-6504-5p,1
NEAT1,hsa-miR-664b-3p,3
NEAT1,hsa-miR-579-3p,3
NEAT1,hsa-miR-3194-3p,4
NEAT1,hsa-miR-331-3p,1
NEAT1,hsa-miR-3194-3p,1
NEAT1,hsa-miR-760,1
NEAT1,hsa-miR-24-3p,2
NEAT1,hsa-miR-29b-3p,6
NEAT1,hsa-miR-29c-3p,6
NEAT1,hsa-miR-29a-3p,6
NEAT1,hsa-miR-3690,15
NEAT1,hsa-miR-296-5p,9
NEAT1,hsa-miR-3918,9
NEAT1,hsa-miR-224-5p,8
NEAT1,hsa-miR-490-3p,7
NEAT1,hsa-miR-296-5p,4
NEAT1,hsa-miR-3918,4
NEAT1,hsa-miR-6783-3p,7
NEAT1,hsa-miR-1343-3p,7
NEAT1,hsa-miR-370-5p,6
NEAT1,hsa-miR-330-5p,4
NEAT1,hsa-miR-326,3
NEAT1,hsa-miR-522-3p,3
NEAT1,hsa-miR-224-3p,3
NEAT1,hsa-miR-506-3p,2
NEAT1,hsa-miR-124-3p,1
NEAT1,hsa-miR-135b-5p,7
NEAT1,hsa-miR-135a-5p,7
NEAT1,hsa-miR-3174,7
NEAT1,hsa-miR-520a-5p,1
NEAT1,hsa-miR-642a-5p,6
NEAT1,hsa-miR-328-3p,9
NEAT1,hsa-miR-18a-5p,9
NEAT1,hsa-miR-18b-5p,9
NEAT1,hsa-miR-4735-3p,9
NEAT1,hsa-miR-552-3p,11
NEAT1,hsa-miR-330-5p,9
NEAT1,hsa-miR-6805-3p,9
NEAT1,hsa-miR-326,9
NEAT1,hsa-miR-5691,9
NEAT1,hsa-miR-545-3p,7
NEAT1,hsa-miR-183-5p,5
NEAT1,hsa-miR-361-3p,5
NEAT1,hsa-miR-1306-5p,2
NEAT1,hsa-miR-545-5p,11
DLGAP1-AS1,hsa-miR-425-5p,1
DLGAP1-AS1,hsa-miR-5000-3p,1
DLGAP1-AS1,hsa-miR-4436a,1
DLGAP1-AS1,hsa-miR-542-3p,1
DLGAP1-AS1,hsa-miR-138-5p,1
DLGAP1-AS1,hsa-miR-1252-5p,3
DLGAP1-AS1,hsa-miR-628-5p,3
NR2F2-AS1,hsa-miR-320a,0
NR2F2-AS1,hsa-miR-320b,0
NR2F2-AS1,hsa-miR-320c,0
NR2F2-AS1,hsa-miR-320d,0
NR2F2-AS1,hsa-miR-4429,0
NR2F2-AS1,hsa-miR-18a-5p,0
NR2F2-AS1,hsa-miR-18b-5p,0
NR2F2-AS1,hsa-miR-4735-3p,0
NR2F2-AS1,hsa-miR-23a-3p,0
NR2F2-AS1,hsa-miR-23c,0
NR2F2-AS1,hsa-miR-23b-3p,0
NR2F2-AS1,hsa-miR-130a-5p,0
NR2F2-AS1,hsa-miR-320c,10
NR2F2-AS1,hsa-miR-4429,10
NR2F2-AS1,hsa-miR-320a,10
NR2F2-AS1,hsa-miR-320b,10
NR2F2-AS1,hsa-miR-320d,10
NR2F2-AS1,hsa-miR-620,13
NR2F2-AS1,hsa-miR-1270,13
NR2F2-AS1,hsa-miR-620,0
NR2F2-AS1,hsa-miR-1270,0
NR2F2-AS1,hsa-miR-3180-3p,0
NR2F2-AS1,hsa-miR-23a-3p,1
NR2F2-AS1,hsa-miR-23b-3p,1
NR2F2-AS1,hsa-miR-130a-5p,1
NR2F2-AS1,hsa-miR-23c,1
NR2F2-AS1,hsa-miR-4735-3p,1
NR2F2-AS1,hsa-miR-18a-5p,1
NR2F2-AS1,hsa-miR-18b-5p,1
NR2F2-AS1,hsa-miR-19a-3p,1
NR2F2-AS1,hsa-miR-19b-3p,1
NR2F2-AS1,hsa-miR-3180-3p,1
NR2F2-AS1,hsa-miR-876-5p,1
NR2F2-AS1,hsa-miR-3167,1
LINC01915,hsa-miR-367-3p,1
LINC01915,hsa-miR-25-3p,1
LINC01915,hsa-miR-32-5p,1
LINC01915,hsa-miR-92a-3p,1
LINC01915,hsa-miR-363-3p,1
LINC01915,hsa-miR-92b-3p,1
PRNCR1,hsa-miR-9-3p,0
PRNCR1,hsa-miR-4766-3p,1
PRNCR1,hsa-miR-371a-5p,1
PRNCR1,hsa-miR-9-3p,1
PRNCR1,hsa-miR-4766-3p,0
MIR181A1HG,hsa-miR-513c-5p,1
MIR181A1HG,hsa-miR-514b-5p,1
MIR181A1HG,hsa-miR-1269b,1
MIR181A1HG,hsa-miR-1269a,1
MIR181A1HG,hsa-miR-103a-3p,1
MIR181A1HG,hsa-miR-107,1
MIR181A1HG,hsa-miR-625-5p,1
MIR181A1HG,hsa-miR-376c-3p,2
MIR181A1HG,hsa-miR-411-5p,2
MIR181A1HG,hsa-miR-874-3p,1
MIR181A1HG,hsa-miR-339-5p,1
MIR181A1HG,hsa-miR-488-3p,1
MIR181A1HG,hsa-miR-186-5p,1
MIR181A1HG,hsa-miR-545-3p,1
MIR181A1HG,hsa-miR-330-3p,1
MIR181A1HG,hsa-miR-6835-3p,1
ZFPM2-AS1,hsa-miR-511-3p,1
MSC-AS1,hsa-miR-4784,1
MSC-AS1,hsa-miR-3150b-3p,1
MSC-AS1,hsa-miR-3924,1
MSC-AS1,hsa-miR-302d-3p,1
MSC-AS1,hsa-miR-373-3p,1
MSC-AS1,hsa-miR-520d-3p,1
MSC-AS1,hsa-miR-372-3p,1
MSC-AS1,hsa-miR-520a-3p,1
MSC-AS1,hsa-miR-520c-3p,1
MSC-AS1,hsa-miR-302a-3p,1
MSC-AS1,hsa-miR-302b-3p,1
MSC-AS1,hsa-miR-302c-3p,1
MSC-AS1,hsa-miR-520e,1
MSC-AS1,hsa-miR-520b,1
MSC-AS1,hsa-miR-302e,1
MSC-AS1,hsa-miR-302a-3p,0
MSC-AS1,hsa-miR-373-3p,0
MSC-AS1,hsa-miR-302b-3p,0
MSC-AS1,hsa-miR-302c-3p,0
MSC-AS1,hsa-miR-302d-3p,0
MSC-AS1,hsa-miR-520c-3p,0
MSC-AS1,hsa-miR-520a-3p,0
MSC-AS1,hsa-miR-520d-3p,0
MSC-AS1,hsa-miR-520e,0
MSC-AS1,hsa-miR-520b,0
MSC-AS1,hsa-miR-372-3p,0
MSC-AS1,hsa-miR-302e,0
CASC15,hsa-miR-3619-5p,1
CASC15,hsa-miR-214-3p,1
CASC15,hsa-miR-761,1
CASC15,hsa-miR-148a-3p,0
CASC15,hsa-miR-148b-3p,0
CASC15,hsa-miR-152-3p,0
CASC15,hsa-miR-448,2
CASC15,hsa-miR-148a-3p,2
CASC15,hsa-miR-148b-3p,2
CASC15,hsa-miR-152-3p,2
GAS6-AS1,hsa-miR-483-3p,1
GAS6-AS1,hsa-miR-370-5p,1
GAS6-AS1,hsa-miR-766-5p,0
GAS6-AS1,hsa-miR-708-5p,0
GAS6-AS1,hsa-miR-28-5p,0
GAS6-AS1,hsa-miR-3139,0
GAS6-AS1,hsa-miR-3179,1
GAS6-AS1,hsa-miR-148a-3p,1
GAS6-AS1,hsa-miR-148b-3p,1
GAS6-AS1,hsa-miR-152-3p,1
GAS6-AS1,hsa-miR-6746-3p,1
GAS6-AS1,hsa-miR-3200-5p,2
GAS6-AS1,hsa-miR-370-3p,2
GAS6-AS1,hsa-miR-6893-3p,2
GAS6-AS1,hsa-miR-3200-3p,2
GAS6-AS1,hsa-miR-129-1-3p,2
GAS6-AS1,hsa-miR-129-2-3p,2
GAS6-AS1,hsa-miR-148a-3p,0
GAS6-AS1,hsa-miR-148b-3p,0
GAS6-AS1,hsa-miR-152-3p,0
GAS6-AS1,hsa-miR-3139,1
GAS6-AS1,hsa-miR-708-5p,1
GAS6-AS1,hsa-miR-28-5p,1
GAS6-AS1,hsa-miR-6799-3p,1
GAS6-AS1,hsa-miR-3173-5p,1
GAS6-AS1,hsa-miR-328-3p,1
GAS6-AS1,hsa-miR-330-5p,1
GAS6-AS1,hsa-miR-326,1
GAS6-AS1,hsa-miR-6799-3p,0
GAS6-AS1,hsa-miR-6893-3p,0
GAS6-AS1,hsa-miR-370-3p,0
GAS6-AS1,hsa-miR-3173-5p,0
GAS6-AS1,hsa-miR-766-5p,1
GAS6-AS1,hsa-miR-4739,1
GAS6-AS1,hsa-miR-4756-5p,1
GAS6-AS1,hsa-miR-1321,1
GAS6-AS1,hsa-miR-19a-3p,1
GAS6-AS1,hsa-miR-19b-3p,1
GAS6-AS1,hsa-miR-579-3p,1
GAS6-AS1,hsa-miR-664b-3p,1
GAS6-AS1,hsa-miR-3200-5p,0
GAS6-AS1,hsa-miR-129-1-3p,0
GAS6-AS1,hsa-miR-129-2-3p,0
GAS6-AS1,hsa-miR-2467-3p,0
GAS6-AS1,hsa-miR-4739,0
GAS6-AS1,hsa-miR-4756-5p,0
GAS6-AS1,hsa-miR-1321,0
GAS6-AS1,hsa-miR-328-3p,0
GAS6-AS1,hsa-miR-30c-5p,1
GAS6-AS1,hsa-miR-30b-5p,1
GAS6-AS1,hsa-miR-30a-5p,1
GAS6-AS1,hsa-miR-30d-5p,1
GAS6-AS1,hsa-miR-30e-5p,1
GAS6-AS1,hsa-miR-2467-3p,1
LINC01235,hsa-miR-766-5p,0
LINC01235,hsa-miR-766-5p,2
LINC01235,hsa-miR-520f-3p,2
LNCTAM34A,hsa-miR-579-3p,1
LNCTAM34A,hsa-miR-664b-3p,1
LINC01013,hsa-miR-199a-5p,1
LINC01013,hsa-miR-199b-5p,1
PURPL,hsa-miR-377-3p,1
PURPL,hsa-miR-342-3p,1
PURPL,hsa-miR-29a-3p,1
PURPL,hsa-miR-29c-3p,1
PURPL,hsa-miR-29b-3p,1
PURPL,hsa-miR-221-3p,1
PURPL,hsa-miR-222-3p,1
PURPL,hsa-miR-1914-3p,1
PURPL,hsa-miR-6738-5p,1
PURPL,hsa-miR-5194,1
PURPL,hsa-miR-330-3p,1
PURPL,hsa-miR-450b-5p,1
PURPL,hsa-miR-2278,0
PURPL,hsa-miR-6509-3p,2
PURPL,hsa-miR-455-3p,2
PURPL,hsa-miR-199a-5p,2
PURPL,hsa-miR-199b-5p,2
PURPL,hsa-miR-489-3p,2
PURPL,hsa-miR-2278,2
PURPL,hsa-miR-708-5p,2
PURPL,hsa-miR-3139,2
PURPL,hsa-miR-28-5p,2
PURPL,hsa-miR-367-3p,0
PURPL,hsa-miR-25-3p,0
PURPL,hsa-miR-32-5p,0
PURPL,hsa-miR-92a-3p,0
PURPL,hsa-miR-363-3p,0
PURPL,hsa-miR-92b-3p,0
PURPL,hsa-miR-455-3p,0
PURPL,hsa-miR-135a-5p,1
PURPL,hsa-miR-135b-5p,1
PURPL,hsa-miR-137,1
PURPL,hsa-miR-25-3p,4
PURPL,hsa-miR-367-3p,4
PURPL,hsa-miR-92a-3p,4
PURPL,hsa-miR-363-3p,4
PURPL,hsa-miR-92b-3p,4
PURPL,hsa-miR-32-5p,4
